-0.002500	0.001113	0.001841	0.002189	0.002237	0.000384	0.001367	-0.001332	-0.001104	0.000412	-0.002247	-0.001277	0.000765	0.001068	-0.001644	-0.001340	-0.000599	-0.001274	0.000034	0.000362	-0.001891	-0.000353	0.001279	0.002410	0.000512	-0.001865	-0.001382	-0.001929	0.001773	0.001085	0.001699	-0.000504	-0.000029	-0.001879	-0.000896	0.001718	0.000220	-0.000357	0.002059	0.001391	-0.002006	0.002298	-0.000837	0.001407	0.000668	0.000627	0.000702	0.002393	0.001538	0.000778	-0.000251	0.001271	-0.001358	-0.000697	0.001862	0.001427	0.000488	-0.001861	0.001736	-0.000011	0.001363	0.002196	0.002340	-0.002392	-0.001298	0.000285	0.002474	0.001991	0.001876	0.000032	0.000178	-0.001320	-0.001392	0.001841	-0.000930	-0.000339	0.002021	0.001268	-0.000393	0.001493	0.002392	0.000573	0.001547	-0.000458	-0.000814	-0.000569	0.001478	-0.001137	0.001630	-0.002063	-0.001018	0.001210	-0.002417	-0.001115	-0.002065	0.001965	-0.001469	-0.001578	-0.001724	0.000392	0.000773	-0.001712	0.001753	-0.001094	0.002229	-0.000128	0.000698	0.000353	-0.001080	0.001694	-0.001438	-0.000803	-0.002112	0.000739	-0.002283	0.001625	-0.000902	0.001962	-0.001426	-0.000291	0.001642	0.002492	-0.000798	0.002104	0.000417	-0.000603	0.002344	0.000221	0.000524	0.001537	-0.002313	0.002164	0.002215	-0.000437	0.000414	0.001926	-0.000859	0.001389	-0.001946	-0.001346	-0.001959	0.000587	-0.000041	0.002368	0.002195	0.002340	-0.000087	-0.002443	0.001449	0.000220	0.001282	-0.000761	-0.001932	-0.001550	-0.002401	-0.000395	-0.000887	-0.000362	-0.002118	-0.001150	-0.000933	0.001424	-0.002353	-0.002457	-0.001184	0.002297	-0.001975	-0.001872	0.001666	-0.002154	-0.002485	0.002090	0.001569	0.002200	-0.002029	-0.000697	0.000471	0.001729	-0.001991	0.002406	0.000844	0.001497	-0.002428	-0.001019	0.000578	0.001312	-0.001164	0.001183	0.001553	-0.001762	0.001608	0.002045	0.000171	0.000753	-0.001915	0.001355	-0.002092	0.002369	0.001992	0.001177
-0.011542	0.012133	-0.013871	0.011589	0.011429	0.010927	0.014660	0.012113	0.014611	0.011671	-0.011723	0.015611	0.000287	0.013054	-0.014038	0.011043	0.014720	0.011993	-0.014413	-0.014097	0.014572	0.015900	-0.011872	0.012359	0.014707	-0.012038	-0.011102	0.013700	-0.014561	-0.012190	-0.014137	0.012747	0.014951	0.010864	-0.012405	-0.014603	-0.013566	-0.014750	0.014091	0.011522	0.011366	-0.014461	0.015269	-0.014338	0.012057	0.011444	0.014480	-0.011658	0.015336	-0.014605	-0.014544	-0.014969	0.011934	-0.015226	-0.011347	-0.013888	-0.014760	-0.014613	-0.012344	0.012750	0.015747	-0.012075	-0.011662	-0.014567	0.011802	0.014135	-0.014204	0.014692	-0.014415	-0.014014	0.012091	0.014503	0.011825	-0.014745	-0.014565	-0.012872	-0.012081	-0.011848	-0.014008	-0.014110	-0.015162	0.014763	-0.011982	-0.011960	-0.014486	-0.010247	0.015148	0.014661	-0.014883	-0.011108	-0.015085	0.012538	0.012197	0.015094	-0.014298	0.012137	0.012293	-0.011496	0.014511	-0.014357	-0.012465	-0.013709	0.013912	0.012092	0.011612	0.014662	-0.012014	-0.014301	0.015762	-0.014496	-0.014358	-0.011240	0.014513	0.014702	0.015101	0.014827	0.014094	0.014778	0.014271	0.010994	0.011131	0.014130	-0.011704	-0.012974	-0.014227	-0.011496	0.011395	0.010732	-0.014660	0.012817	-0.011509	-0.014477	0.014130	0.011537	-0.013060	-0.014720	0.014448	-0.010744	-0.011609	-0.012804	0.015438	0.013870	0.014105	-0.014387	-0.012015	-0.014280	0.012224	0.015205	0.014806	0.014122	0.014338	0.012727	0.011314	-0.011895	-0.014916	-0.013915	0.013814	-0.011260	0.014471	-0.012648	-0.014787	0.012328	-0.011783	0.013161	0.014820	-0.014354	0.012694	-0.012269	-0.012324	0.010914	-0.014011	-0.014016	0.014230	0.014070	0.011828	0.011422	0.014220	-0.014208	-0.014266	0.011262	0.013854	-0.012452	0.015000	-0.015302	0.014600	-0.012535	-0.011698	-0.011899	-0.015256	-0.011328	-0.011707	0.011843	0.012422	0.011453	-0.013046	0.012762	0.014127	-0.012415	-0.013993	-0.014971
-0.011909	0.012273	-0.014375	0.011915	0.011794	0.011241	0.014869	0.011115	0.014331	0.011322	-0.011855	0.015341	0.001439	0.012575	-0.014461	0.011487	0.014716	0.012065	-0.014600	-0.014098	0.014948	0.015444	-0.012687	0.012424	0.014874	-0.012289	-0.011603	0.014248	-0.014680	-0.012224	-0.014300	0.012667	0.014932	0.011110	-0.012419	-0.014964	-0.013350	-0.014783	0.014642	0.011693	0.011489	-0.014801	0.015082	-0.014870	0.012012	0.012012	0.014656	-0.012544	0.015204	-0.014861	-0.014643	-0.015200	0.012227	-0.015035	-0.011910	-0.014437	-0.014894	-0.014739	-0.012203	0.011973	0.015237	-0.012275	-0.011505	-0.014662	0.012200	0.014570	-0.014917	0.014733	-0.014506	-0.014141	0.012339	0.014967	0.012240	-0.014979	-0.014595	-0.013142	-0.012715	-0.012324	-0.014456	-0.014674	-0.015133	0.015043	-0.012601	-0.012207	-0.014565	-0.011253	0.014894	0.014704	-0.014975	-0.011049	-0.015109	0.012748	0.012060	0.015147	-0.014706	0.012216	0.012491	-0.011529	0.014824	-0.014689	-0.012932	-0.013445	0.014348	0.012521	0.011960	0.014577	-0.012119	-0.014300	0.015430	-0.014754	-0.014661	-0.011852	0.014927	0.014893	0.015051	0.014874	0.013382	0.014951	0.014592	0.011510	0.011806	0.014440	-0.012220	-0.013101	-0.014526	-0.012329	0.011618	0.010615	-0.014856	0.013132	-0.011876	-0.014671	0.014595	0.011975	-0.013008	-0.014990	0.014745	-0.010921	-0.012092	-0.013187	0.015341	0.014297	0.014209	-0.014608	-0.012416	-0.014582	0.011719	0.015225	0.015156	0.014286	0.014513	0.012774	0.011772	-0.012141	-0.014973	-0.014321	0.014200	-0.011930	0.014762	-0.012861	-0.015081	0.012728	-0.012419	0.013434	0.014721	-0.014375	0.012190	-0.011699	-0.012399	0.010810	-0.014413	-0.014232	0.014535	0.014489	0.011782	0.011682	0.014335	-0.014673	-0.014467	0.011941	0.013722	-0.012785	0.014908	-0.015171	0.015026	-0.012736	-0.012250	-0.012057	-0.015037	-0.011445	-0.011801	0.012257	0.012989	0.011585	-0.012650	0.012304	0.014480	-0.012477	-0.014151	-0.015089
-0.011822	0.012465	-0.013967	0.011913	0.011887	0.011436	0.014722	0.011673	0.014220	0.011407	-0.011770	0.015351	0.001199	0.012725	-0.014097	0.011181	0.014564	0.012227	-0.013890	-0.013887	0.014433	0.015658	-0.012193	0.012214	0.014751	-0.012354	-0.011652	0.013984	-0.014657	-0.012432	-0.013786	0.012248	0.014779	0.011237	-0.012616	-0.014804	-0.013448	-0.014940	0.014300	0.011761	0.011524	-0.014214	0.015085	-0.014653	0.012276	0.011706	0.014330	-0.011958	0.015105	-0.014926	-0.014431	-0.014920	0.012398	-0.015068	-0.011726	-0.014339	-0.014735	-0.014435	-0.012628	0.012185	0.015853	-0.012404	-0.011812	-0.014478	0.011934	0.014303	-0.014618	0.014578	-0.014150	-0.014051	0.012346	0.014675	0.012395	-0.014854	-0.014436	-0.012506	-0.012298	-0.012405	-0.014023	-0.014401	-0.015316	0.014476	-0.012129	-0.011996	-0.014266	-0.010982	0.014769	0.014310	-0.014946	-0.011085	-0.015167	0.012481	0.012196	0.015168	-0.014546	0.012130	0.012456	-0.011343	0.014412	-0.014540	-0.012348	-0.013576	0.013989	0.012474	0.012052	0.014538	-0.012327	-0.013834	0.015342	-0.014582	-0.014484	-0.011408	0.014575	0.014779	0.015106	0.014498	0.013427	0.014903	0.014174	0.011427	0.011619	0.013977	-0.012103	-0.012801	-0.014215	-0.012271	0.012047	0.010980	-0.014572	0.012813	-0.011940	-0.014367	0.014202	0.011755	-0.012949	-0.014962	0.014318	-0.010947	-0.011842	-0.012906	0.015297	0.014017	0.014044	-0.014553	-0.012366	-0.014531	0.012320	0.015214	0.014935	0.014166	0.014202	0.012897	0.011909	-0.012162	-0.014804	-0.014135	0.013811	-0.011867	0.014386	-0.012943	-0.015062	0.012243	-0.011948	0.013336	0.014744	-0.014291	0.012256	-0.012079	-0.012413	0.011022	-0.013964	-0.013916	0.014406	0.014329	0.011849	0.011801	0.014083	-0.014614	-0.014132	0.011597	0.013832	-0.012590	0.015069	-0.014857	0.014939	-0.012722	-0.011687	-0.011921	-0.015091	-0.011910	-0.011943	0.012347	0.012139	0.011556	-0.012805	0.012539	0.014143	-0.012546	-0.013955	-0.014787
-0.011505	0.011935	-0.013783	0.011835	0.011344	0.011238	0.014442	0.011554	0.014205	0.011187	-0.011851	0.015080	0.001099	0.012273	-0.013745	0.011272	0.014270	0.012892	-0.013942	-0.013790	0.014424	0.015418	-0.012343	0.012307	0.014395	-0.012266	-0.010979	0.013596	-0.014428	-0.012262	-0.014250	0.012427	0.014296	0.011197	-0.012632	-0.014229	-0.013759	-0.014366	0.014007	0.011408	0.010988	-0.014171	0.014666	-0.014220	0.011776	0.011773	0.014225	-0.011686	0.014692	-0.014361	-0.013991	-0.014482	0.012431	-0.014782	-0.011797	-0.013923	-0.014385	-0.014240	-0.012516	0.012277	0.015000	-0.012769	-0.012159	-0.014096	0.011666	0.013972	-0.014362	0.014128	-0.014273	-0.013845	0.012037	0.014297	0.012150	-0.014253	-0.014189	-0.013147	-0.011868	-0.011745	-0.013692	-0.014151	-0.014633	0.014150	-0.012115	-0.011929	-0.014385	-0.010906	0.014915	0.014349	-0.014431	-0.011469	-0.014604	0.012562	0.012067	0.015212	-0.013959	0.011955	0.012727	-0.011456	0.014317	-0.013970	-0.012879	-0.014160	0.013753	0.012658	0.011762	0.014131	-0.012531	-0.013646	0.015380	-0.014339	-0.014318	-0.011974	0.014206	0.014561	0.014674	0.014258	0.013136	0.014732	0.013915	0.011530	0.011388	0.013744	-0.011760	-0.013187	-0.013959	-0.012208	0.012236	0.010381	-0.014548	0.013671	-0.011585	-0.014129	0.013811	0.011823	-0.013046	-0.014412	0.014139	-0.010126	-0.011856	-0.013507	0.015049	0.013686	0.013736	-0.014057	-0.012081	-0.014076	0.012429	0.014864	0.014615	0.014031	0.014066	0.012312	0.011267	-0.011769	-0.014561	-0.013755	0.013745	-0.011885	0.014420	-0.012853	-0.014750	0.012377	-0.012156	0.013749	0.014534	-0.014081	0.012603	-0.012140	-0.012552	0.010627	-0.013584	-0.013646	0.013797	0.013791	0.011760	0.011580	0.013645	-0.014154	-0.013772	0.011386	0.013969	-0.012247	0.014617	-0.014809	0.014445	-0.012968	-0.011987	-0.012148	-0.014931	-0.010944	-0.012304	0.011776	0.012582	0.011847	-0.012183	0.012674	0.014023	-0.012569	-0.013702	-0.014461
-0.012233	0.012466	-0.014323	0.011843	0.011541	0.011915	0.015151	0.012149	0.014319	0.011546	-0.012161	0.015710	0.000568	0.013368	-0.014381	0.011687	0.015018	0.011953	-0.014572	-0.014148	0.014354	0.015697	-0.011978	0.012635	0.015093	-0.012051	-0.012020	0.014359	-0.014382	-0.012552	-0.014230	0.012800	0.015278	0.011198	-0.012889	-0.014916	-0.013443	-0.015145	0.014457	0.012157	0.011602	-0.014451	0.015138	-0.014544	0.012699	0.011825	0.014776	-0.011849	0.015155	-0.015185	-0.014904	-0.015477	0.012264	-0.015102	-0.011731	-0.014414	-0.015034	-0.014601	-0.012369	0.012841	0.015529	-0.012568	-0.011275	-0.014765	0.012293	0.014434	-0.014496	0.014692	-0.014424	-0.014209	0.012373	0.014747	0.012393	-0.014828	-0.014472	-0.012654	-0.012477	-0.011732	-0.014318	-0.014525	-0.014898	0.014986	-0.011897	-0.011655	-0.014470	-0.010112	0.015198	0.014862	-0.015189	-0.011441	-0.014841	0.012730	0.012894	0.015019	-0.014813	0.011840	0.012400	-0.011831	0.014557	-0.014558	-0.012549	-0.013540	0.014443	0.012032	0.012147	0.014872	-0.012114	-0.014364	0.015640	-0.014625	-0.014788	-0.011899	0.014975	0.014721	0.015232	0.014737	0.013824	0.014842	0.014350	0.010924	0.012056	0.014307	-0.012459	-0.012928	-0.014195	-0.011775	0.011970	0.011007	-0.014653	0.012586	-0.011712	-0.014672	0.014600	0.012171	-0.013259	-0.015087	0.014716	-0.011160	-0.011269	-0.012522	0.015452	0.014455	0.014280	-0.014692	-0.012069	-0.014447	0.012067	0.015285	0.015172	0.014192	0.014234	0.012068	0.011566	-0.012392	-0.015157	-0.014317	0.014143	-0.011593	0.014332	-0.012984	-0.015017	0.012612	-0.011401	0.013242	0.015041	-0.014679	0.012815	-0.012214	-0.012711	0.011038	-0.014280	-0.014442	0.014624	0.014460	0.011715	0.011799	0.014600	-0.014938	-0.014481	0.011118	0.013791	-0.013047	0.015139	-0.014966	0.015213	-0.012237	-0.011121	-0.012540	-0.015272	-0.011095	-0.011181	0.012709	0.012661	0.011235	-0.012902	0.012871	0.014394	-0.012691	-0.014453	-0.015100
-0.012352	0.012549	-0.014225	0.011933	0.011707	0.011554	0.014548	0.011958	0.014549	0.011138	-0.011892	0.015227	0.002664	0.012827	-0.014258	0.011618	0.014756	0.012491	-0.014230	-0.013957	0.014348	0.015261	-0.011899	0.012374	0.014612	-0.011664	-0.011628	0.014214	-0.014529	-0.012829	-0.014246	0.012435	0.014233	0.011543	-0.012473	-0.014558	-0.013884	-0.014833	0.014276	0.012256	0.011546	-0.014473	0.014914	-0.013931	0.012586	0.011845	0.014688	-0.011152	0.014740	-0.014695	-0.014073	-0.014456	0.012711	-0.014208	-0.011568	-0.014271	-0.014597	-0.014261	-0.011934	0.012606	0.015287	-0.012762	-0.011940	-0.014247	0.011974	0.014229	-0.013974	0.014589	-0.014201	-0.014127	0.011975	0.014452	0.012487	-0.014496	-0.014270	-0.012059	-0.012063	-0.011438	-0.014208	-0.014194	-0.014827	0.014548	-0.011605	-0.011804	-0.013607	-0.010429	0.014653	0.014402	-0.014734	-0.011070	-0.014603	0.012280	0.012717	0.015106	-0.014394	0.011385	0.012365	-0.011534	0.014438	-0.014265	-0.012322	-0.013849	0.014292	0.012380	0.011816	0.014440	-0.012527	-0.014119	0.015101	-0.014494	-0.014525	-0.012186	0.014342	0.014575	0.014847	0.014328	0.013312	0.014714	0.014305	0.011301	0.011714	0.013952	-0.012450	-0.013495	-0.014161	-0.012043	0.012086	0.010934	-0.014605	0.013574	-0.011765	-0.014472	0.014412	0.012374	-0.013442	-0.014606	0.014200	-0.010639	-0.012004	-0.013452	0.014957	0.014236	0.014350	-0.014469	-0.012297	-0.014513	0.011940	0.015009	0.014804	0.014370	0.014144	0.012198	0.011406	-0.012127	-0.014898	-0.014111	0.013888	-0.012152	0.014401	-0.012672	-0.014595	0.012193	-0.011222	0.013624	0.014965	-0.014611	0.013075	-0.012112	-0.012660	0.010967	-0.014008	-0.013961	0.013999	0.014424	0.011959	0.012068	0.013891	-0.014365	-0.014164	0.011309	0.014166	-0.012700	0.014807	-0.015075	0.014733	-0.012127	-0.011411	-0.012534	-0.015134	-0.011109	-0.011350	0.011952	0.012028	0.011546	-0.012494	0.012850	0.014109	-0.012623	-0.014097	-0.014681
-0.012451	0.013052	-0.014359	0.012255	0.012012	0.010764	0.015118	0.011757	0.014454	0.011651	-0.012274	0.015486	0.001039	0.012833	-0.014207	0.011700	0.014634	0.012168	-0.014408	-0.014724	0.014379	0.015555	-0.012563	0.012594	0.015145	-0.012616	-0.011749	0.014119	-0.014340	-0.012731	-0.014375	0.013011	0.015668	0.011357	-0.012966	-0.014782	-0.013238	-0.015170	0.014546	0.012561	0.011931	-0.014464	0.015530	-0.014539	0.013097	0.012058	0.014499	-0.011777	0.015315	-0.014939	-0.015017	-0.015512	0.012841	-0.015091	-0.011950	-0.014583	-0.014606	-0.014777	-0.012954	0.012832	0.015712	-0.012991	-0.011773	-0.015271	0.012535	0.014473	-0.014439	0.014641	-0.014292	-0.014470	0.013025	0.015002	0.012712	-0.015160	-0.014485	-0.012478	-0.012695	-0.012372	-0.014279	-0.014503	-0.014760	0.014762	-0.012448	-0.012411	-0.014245	-0.010475	0.014900	0.014952	-0.015220	-0.011323	-0.015112	0.012796	0.012593	0.015058	-0.014860	0.011825	0.012813	-0.012095	0.014777	-0.014286	-0.013197	-0.013608	0.014482	0.012581	0.012239	0.014908	-0.012988	-0.014241	0.015691	-0.014888	-0.014574	-0.011526	0.014671	0.014910	0.015382	0.014653	0.013263	0.014812	0.014499	0.011015	0.012579	0.014574	-0.012611	-0.012786	-0.014277	-0.012334	0.012399	0.011202	-0.014550	0.012699	-0.011996	-0.014623	0.014338	0.012501	-0.013079	-0.014978	0.014768	-0.011013	-0.011256	-0.012885	0.015693	0.014700	0.014556	-0.014475	-0.012727	-0.014645	0.012626	0.015162	0.014782	0.014203	0.014444	0.011996	0.011887	-0.012805	-0.015246	-0.014596	0.014361	-0.011958	0.014371	-0.012924	-0.015237	0.012392	-0.011925	0.013162	0.015102	-0.014720	0.012612	-0.011917	-0.012886	0.010998	-0.014358	-0.014784	0.015080	0.014413	0.011514	0.012784	0.014677	-0.014983	-0.014887	0.011206	0.013900	-0.013186	0.015104	-0.014712	0.015078	-0.012061	-0.011441	-0.012669	-0.015396	-0.011611	-0.012427	0.012941	0.012608	0.011592	-0.012656	0.013358	0.014213	-0.012651	-0.014730	-0.015075
-0.011887	0.012024	-0.014022	0.012389	0.012260	0.011085	0.014464	0.011465	0.014672	0.012057	-0.011757	0.015210	0.001494	0.011832	-0.014148	0.011458	0.014442	0.013359	-0.014130	-0.014201	0.014948	0.015407	-0.012693	0.011763	0.014587	-0.012657	-0.010999	0.013910	-0.014592	-0.011998	-0.014534	0.011961	0.014170	0.011530	-0.012612	-0.014709	-0.014275	-0.014724	0.014399	0.012185	0.011849	-0.014654	0.014852	-0.014461	0.011362	0.012183	0.014389	-0.012295	0.015181	-0.014507	-0.013811	-0.014240	0.012838	-0.015081	-0.011906	-0.014277	-0.014598	-0.014641	-0.012421	0.012226	0.015166	-0.012316	-0.012130	-0.014201	0.012004	0.014343	-0.014921	0.014302	-0.014184	-0.014251	0.012602	0.014662	0.012162	-0.014731	-0.014557	-0.013412	-0.012330	-0.011907	-0.014223	-0.014424	-0.014931	0.014537	-0.012679	-0.012924	-0.014132	-0.011352	0.014847	0.014441	-0.014642	-0.010761	-0.014885	0.012403	0.011754	0.015647	-0.014426	0.012544	0.012821	-0.011866	0.014766	-0.014287	-0.012955	-0.014161	0.014092	0.012923	0.011845	0.014349	-0.012458	-0.014127	0.015156	-0.014849	-0.014287	-0.012214	0.014324	0.014648	0.014928	0.014526	0.012598	0.015149	0.014169	0.012049	0.012129	0.014174	-0.012055	-0.013760	-0.014385	-0.012810	0.012263	0.010626	-0.014637	0.014213	-0.012148	-0.014500	0.014050	0.012283	-0.013294	-0.014726	0.014276	-0.009656	-0.012536	-0.013995	0.014822	0.013995	0.013998	-0.014489	-0.012370	-0.014423	0.011877	0.014921	0.014675	0.014098	0.014357	0.012131	0.011187	-0.011507	-0.014438	-0.014344	0.014309	-0.012505	0.014951	-0.012873	-0.014760	0.012421	-0.012503	0.014062	0.014168	-0.014126	0.012483	-0.011980	-0.012006	0.011197	-0.014167	-0.014097	0.014032	0.014357	0.011988	0.011487	0.013922	-0.014432	-0.014035	0.011848	0.014295	-0.012314	0.014821	-0.014981	0.014522	-0.013050	-0.012338	-0.012137	-0.015139	-0.011901	-0.011824	0.011930	0.012645	0.012932	-0.011713	0.011571	0.014134	-0.012224	-0.014021	-0.014638
-0.011520	0.012387	-0.013580	0.012017	0.011961	0.010414	0.014410	0.010739	0.013951	0.010979	-0.011924	0.014491	0.001224	0.012437	-0.013947	0.010664	0.014513	0.012618	-0.013866	-0.013739	0.014096	0.014899	-0.011863	0.012117	0.013995	-0.011798	-0.010973	0.013662	-0.014359	-0.012144	-0.014177	0.012348	0.014417	0.011141	-0.012276	-0.014438	-0.013519	-0.014559	0.013834	0.011451	0.011389	-0.014268	0.014826	-0.013815	0.011711	0.011592	0.014145	-0.011919	0.014464	-0.014183	-0.014011	-0.014382	0.012425	-0.014511	-0.010925	-0.013685	-0.014280	-0.014026	-0.011976	0.012161	0.014624	-0.012385	-0.011515	-0.014107	0.011718	0.013943	-0.014164	0.014030	-0.014217	-0.013427	0.012256	0.014128	0.012253	-0.014297	-0.014117	-0.011617	-0.011740	-0.011122	-0.013957	-0.013647	-0.014454	0.014506	-0.011583	-0.012063	-0.013616	-0.009976	0.014760	0.013953	-0.014335	-0.010486	-0.014535	0.012792	0.012133	0.015000	-0.013942	0.011693	0.012847	-0.011791	0.013948	-0.013756	-0.012310	-0.013542	0.013793	0.012548	0.011785	0.014176	-0.012387	-0.013881	0.015208	-0.014324	-0.013761	-0.011254	0.013973	0.014524	0.014541	0.014085	0.013380	0.014486	0.013847	0.010719	0.011591	0.013913	-0.011721	-0.013044	-0.014048	-0.011707	0.011443	0.010315	-0.014531	0.013074	-0.011825	-0.013867	0.013847	0.012293	-0.013133	-0.014434	0.013910	-0.010091	-0.011688	-0.012833	0.015049	0.013522	0.013823	-0.014298	-0.012052	-0.014108	0.011751	0.014836	0.014174	0.013935	0.013938	0.012272	0.011679	-0.011657	-0.014134	-0.013812	0.013551	-0.011700	0.013915	-0.012706	-0.014559	0.012633	-0.011617	0.013483	0.014103	-0.013903	0.012012	-0.011471	-0.012431	0.010003	-0.013605	-0.013793	0.014060	0.014066	0.011271	0.011546	0.013955	-0.014131	-0.014025	0.011265	0.013800	-0.012246	0.014744	-0.014459	0.014312	-0.012592	-0.011863	-0.011947	-0.014718	-0.011013	-0.011827	0.011524	0.012271	0.011609	-0.012529	0.011957	0.013642	-0.012445	-0.013698	-0.014370
